"JurisdictionID","JurisContainerID","JurisName","EISCandidateID","CandidateName","EISContestID","ContestName","PrecinctName","Registration","EISPartyID","PartyName","VoteCount"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 01 Precinct 14","823","11","Democratic","14"
"105","16","CITY OF CHICAGO","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","Ward 01 Precinct 14","823","11","Democratic","4"
"105","16","CITY OF CHICAGO","535","KINA COLLINS","310","7TH CONGRESS","Ward 01 Precinct 15","805","11","Democratic","27"
"105","16","CITY OF CHICAGO","540","DANNY K. DAVIS","310","7TH CONGRESS","Ward 01 Precinct 15","805","11","Democratic","13"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 01 Precinct 15","805","11","Democratic","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 01 Precinct 15","805","11","Democratic","0"
"105","16","CITY OF CHICAGO","540","DANNY K. DAVIS","310","7TH CONGRESS","Ward 01 Precinct 39","763","11","Democratic","52"
"105","16","CITY OF CHICAGO","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","Ward 01 Precinct 39","763","11","Democratic","4"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 01 Precinct 39","763","11","Democratic","0"
"105","16","CITY OF CHICAGO","535","KINA COLLINS","310","7TH CONGRESS","Ward 01 Precinct 39","763","11","Democratic","80"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 01 Precinct 39","763","11","Democratic","13"
"105","16","CITY OF CHICAGO","535","KINA COLLINS","310","7TH CONGRESS","Ward 02 Precinct 09","880","11","Democratic","101"
"105","16","CITY OF CHICAGO","540","DANNY K. DAVIS","310","7TH CONGRESS","Ward 02 Precinct 09","880","11","Democratic","55"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 02 Precinct 09","880","11","Democratic","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 02 Precinct 09","880","11","Democratic","7"
"105","16","CITY OF CHICAGO","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","Ward 02 Precinct 09","880","11","Democratic","7"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 02 Precinct 21","865","11","Democratic","11"
"105","16","CITY OF CHICAGO","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","Ward 02 Precinct 21","865","11","Democratic","4"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900044","1095","11","Democratic","2"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900044","1095","11","Democratic","4"
"16","0","COOK","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","8900067","1300","11","Democratic","7"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","8900067","1300","11","Democratic","114"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","8900067","1300","11","Democratic","170"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900067","1300","11","Democratic","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900067","1300","11","Democratic","8"
"16","0","COOK","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","8900071","1674","11","Democratic","2"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","8900071","1674","11","Democratic","41"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","8900071","1674","11","Democratic","26"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900071","1674","11","Democratic","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900071","1674","11","Democratic","3"
"16","0","COOK","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","8900079","732","11","Democratic","2"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","8900079","732","11","Democratic","143"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","8900079","732","11","Democratic","39"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900079","732","11","Democratic","0"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","8900101","959","11","Democratic","59"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","8900101","959","11","Democratic","58"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900101","959","11","Democratic","1"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900101","959","11","Democratic","6"
"16","0","COOK","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","9100004","1108","11","Democratic","3"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","9100004","1108","11","Democratic","58"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","9100004","1108","11","Democratic","153"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","9100004","1108","11","Democratic","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","9100004","1108","11","Democratic","11"
"16","0","COOK","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","9100008","1307","11","Democratic","5"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","9100008","1307","11","Democratic","88"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","9100008","1307","11","Democratic","187"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","9100008","1307","11","Democratic","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","9100008","1307","11","Democratic","7"
"16","0","COOK","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","8500003","1348","11","Democratic","7"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","8500003","1348","11","Democratic","92"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","8500003","1348","11","Democratic","356"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8500003","1348","11","Democratic","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8500003","1348","11","Democratic","9"
"16","0","COOK","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","8500006","1419","11","Democratic","1"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","8500006","1419","11","Democratic","97"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","8500006","1419","11","Democratic","208"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8500006","1419","11","Democratic","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8500006","1419","11","Democratic","5"
"16","0","COOK","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","8500010","1014","11","Democratic","3"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","8500010","1014","11","Democratic","269"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","8500010","1014","11","Democratic","70"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8500022","1542","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8500022","1542","12","Republican","16"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8500025","1022","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8500025","1022","12","Republican","31"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8500028","1511","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8500028","1511","12","Republican","30"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8500032","1387","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8500032","1387","12","Republican","11"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900001","906","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900001","906","12","Republican","15"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900004","1110","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900004","1110","12","Republican","3"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900008","1084","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900008","1084","12","Republican","29"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900034","1430","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900034","1430","12","Republican","13"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900037","671","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900037","671","12","Republican","1"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900040","1551","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900040","1551","12","Republican","6"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900044","1095","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900044","1095","12","Republican","4"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900067","1300","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900067","1300","12","Republican","35"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900071","1674","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900071","1674","12","Republican","17"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900079","732","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900079","732","12","Republican","9"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8500013","1056","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8500013","1056","12","Republican","9"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8500016","1472","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8500016","1472","12","Republican","37"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8500019","1320","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8500019","1320","12","Republican","28"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8500023","1071","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8500023","1071","12","Republican","27"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900019","1413","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900019","1413","12","Republican","2"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900047","1122","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900047","1122","12","Republican","6"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900050","1498","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900050","1498","12","Republican","60"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900053","1160","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900053","1160","12","Republican","2"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900059","806","12","Republican","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900059","806","12","Republican","28"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 11 Precinct 24","724","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 11 Precinct 24","724","12","Republican","27"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 11 Precinct 28","453","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 11 Precinct 28","453","12","Republican","15"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 11 Precinct 37","368","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 11 Precinct 37","368","12","Republican","2"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 11 Precinct 38","447","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 11 Precinct 38","447","12","Republican","3"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 16 Precinct 05","533","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 16 Precinct 05","533","12","Republican","1"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 16 Precinct 27","501","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 16 Precinct 27","501","12","Republican","3"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 01 Precinct 12","1003","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 01 Precinct 12","1003","12","Republican","21"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 01 Precinct 37","841","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 01 Precinct 37","841","12","Republican","34"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 02 Precinct 17","904","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 02 Precinct 17","904","12","Republican","15"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 02 Precinct 45","626","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 02 Precinct 45","626","12","Republican","28"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 03 Precinct 09","899","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 03 Precinct 09","899","12","Republican","4"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 03 Precinct 19","890","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 03 Precinct 19","890","12","Republican","10"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 03 Precinct 20","876","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 03 Precinct 20","876","12","Republican","3"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 03 Precinct 21","863","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 03 Precinct 21","863","12","Republican","31"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 11 Precinct 02","109","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 11 Precinct 02","109","12","Republican","5"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 11 Precinct 16","704","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 11 Precinct 16","704","12","Republican","23"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 11 Precinct 32","365","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 11 Precinct 32","365","12","Republican","16"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 15 Precinct 21","408","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 15 Precinct 21","408","12","Republican","2"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 16 Precinct 10","591","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 16 Precinct 10","591","12","Republican","2"
"105","16","CITY OF CHICAGO","535","KINA COLLINS","310","7TH CONGRESS","Ward 02 Precinct 21","865","11","Democratic","156"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 02 Precinct 21","865","11","Democratic","0"
"105","16","CITY OF CHICAGO","540","DANNY K. DAVIS","310","7TH CONGRESS","Ward 02 Precinct 21","865","11","Democratic","36"
"105","16","CITY OF CHICAGO","535","KINA COLLINS","310","7TH CONGRESS","Ward 02 Precinct 32","633","11","Democratic","33"
"105","16","CITY OF CHICAGO","540","DANNY K. DAVIS","310","7TH CONGRESS","Ward 02 Precinct 32","633","11","Democratic","26"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 02 Precinct 32","633","11","Democratic","1"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 02 Precinct 32","633","11","Democratic","9"
"105","16","CITY OF CHICAGO","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","Ward 02 Precinct 32","633","11","Democratic","5"
"105","16","CITY OF CHICAGO","535","KINA COLLINS","310","7TH CONGRESS","Ward 02 Precinct 46","460","11","Democratic","53"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 02 Precinct 46","460","11","Democratic","0"
"105","16","CITY OF CHICAGO","540","DANNY K. DAVIS","310","7TH CONGRESS","Ward 02 Precinct 46","460","11","Democratic","46"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 02 Precinct 46","460","11","Democratic","8"
"105","16","CITY OF CHICAGO","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","Ward 02 Precinct 46","460","11","Democratic","4"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 03 Precinct 01","1227","11","Democratic","1"
"105","16","CITY OF CHICAGO","535","KINA COLLINS","310","7TH CONGRESS","Ward 03 Precinct 01","1227","11","Democratic","55"
"105","16","CITY OF CHICAGO","540","DANNY K. DAVIS","310","7TH CONGRESS","Ward 03 Precinct 01","1227","11","Democratic","150"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 03 Precinct 01","1227","11","Democratic","12"
"105","16","CITY OF CHICAGO","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","Ward 03 Precinct 01","1227","11","Democratic","2"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 03 Precinct 10","539","11","Democratic","0"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 01 Precinct 12","1003","11","Democratic","0"
"105","16","CITY OF CHICAGO","535","KINA COLLINS","310","7TH CONGRESS","Ward 01 Precinct 12","1003","11","Democratic","142"
"105","16","CITY OF CHICAGO","540","DANNY K. DAVIS","310","7TH CONGRESS","Ward 01 Precinct 12","1003","11","Democratic","51"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 01 Precinct 12","1003","11","Democratic","9"
"105","16","CITY OF CHICAGO","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","Ward 01 Precinct 12","1003","11","Democratic","11"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 01 Precinct 37","841","11","Democratic","0"
"105","16","CITY OF CHICAGO","535","KINA COLLINS","310","7TH CONGRESS","Ward 01 Precinct 37","841","11","Democratic","134"
"105","16","CITY OF CHICAGO","540","DANNY K. DAVIS","310","7TH CONGRESS","Ward 01 Precinct 37","841","11","Democratic","38"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 01 Precinct 37","841","11","Democratic","11"
"105","16","CITY OF CHICAGO","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","Ward 01 Precinct 37","841","11","Democratic","12"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 02 Precinct 17","904","11","Democratic","0"
"105","16","CITY OF CHICAGO","535","KINA COLLINS","310","7TH CONGRESS","Ward 02 Precinct 17","904","11","Democratic","179"
"105","16","CITY OF CHICAGO","540","DANNY K. DAVIS","310","7TH CONGRESS","Ward 02 Precinct 17","904","11","Democratic","70"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 02 Precinct 17","904","11","Democratic","12"
"105","16","CITY OF CHICAGO","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","Ward 02 Precinct 17","904","11","Democratic","2"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 02 Precinct 45","626","11","Democratic","0"
"105","16","CITY OF CHICAGO","535","KINA COLLINS","310","7TH CONGRESS","Ward 02 Precinct 45","626","11","Democratic","55"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 16 Precinct 12","588","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 16 Precinct 12","588","12","Republican","3"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 16 Precinct 22","666","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 16 Precinct 22","666","12","Republican","2"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 16 Precinct 33","527","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 16 Precinct 33","527","12","Republican","1"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 16 Precinct 36","397","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 16 Precinct 36","397","12","Republican","3"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 17 Precinct 33","526","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 17 Precinct 33","526","12","Republican","1"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 18 Precinct 33","549","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 18 Precinct 33","549","12","Republican","1"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 20 Precinct 06","412","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 20 Precinct 06","412","12","Republican","1"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 20 Precinct 21","632","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 20 Precinct 21","632","12","Republican","3"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 01 Precinct 10","998","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 01 Precinct 10","998","12","Republican","13"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 01 Precinct 36","888","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 01 Precinct 36","888","12","Republican","19"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 02 Precinct 03","915","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 02 Precinct 03","915","12","Republican","12"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 02 Precinct 04","811","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 02 Precinct 04","811","12","Republican","9"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 02 Precinct 05","968","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 02 Precinct 05","968","12","Republican","19"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 02 Precinct 15","800","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 02 Precinct 15","800","12","Republican","15"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 02 Precinct 16","787","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 02 Precinct 16","787","12","Republican","10"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 03 Precinct 16","720","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 03 Precinct 16","720","12","Republican","3"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 03 Precinct 28","534","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 03 Precinct 28","534","12","Republican","4"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 03 Precinct 29","1010","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 03 Precinct 29","1010","12","Republican","1"
"105","16","CITY OF CHICAGO","0","Over Votes","310","7TH CONGRESS","Ward 03 Precinct 39","1611","12","Republican","0"
"105","16","CITY OF CHICAGO","0","Under Votes","310","7TH CONGRESS","Ward 03 Precinct 39","1611","12","Republican","31"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8500010","1014","11","Democratic","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8500010","1014","11","Democratic","8"
"16","0","COOK","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","8500035","1372","11","Democratic","6"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","8500035","1372","11","Democratic","94"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","8500035","1372","11","Democratic","297"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8500035","1372","11","Democratic","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8500035","1372","11","Democratic","3"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","8900035","1201","11","Democratic","61"
"16","0","COOK","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","8900035","1201","11","Democratic","3"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","8900035","1201","11","Democratic","102"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900035","1201","11","Democratic","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900035","1201","11","Democratic","11"
"16","0","COOK","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","8900062","1073","11","Democratic","3"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","8900062","1073","11","Democratic","156"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","8900062","1073","11","Democratic","133"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900062","1073","11","Democratic","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900062","1073","11","Democratic","7"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","8900065","777","11","Democratic","67"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","8900065","777","11","Democratic","79"
"16","0","COOK","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","8900065","777","11","Democratic","1"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900065","777","11","Democratic","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900065","777","11","Democratic","3"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","8900068","607","11","Democratic","46"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","8900068","607","11","Democratic","90"
"16","0","COOK","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","8900068","607","11","Democratic","2"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900068","607","11","Democratic","0"
"16","0","COOK","0","Under Votes","310","7TH CONGRESS","8900068","607","11","Democratic","2"
"16","0","COOK","540","DANNY K. DAVIS","310","7TH CONGRESS","8900099","1321","11","Democratic","161"
"16","0","COOK","535","KINA COLLINS","310","7TH CONGRESS","8900099","1321","11","Democratic","52"
"16","0","COOK","545","DENARVIS C. MENDENHALL","310","7TH CONGRESS","8900099","1321","11","Democratic","1"
"16","0","COOK","0","Over Votes","310","7TH CONGRESS","8900099","1321","11","Democratic","0"
